trial_id,model,task_id,layout,repeat,pixel_distance,dom_element_separation,position_x,position_y,candidate_value,emitted_value,content_category,delimitation_error,exact_match,runner_status,run_id
7b3abfbb8ae6bf637d0e1cb3,foundry/gpt-5.6-terra,read-known-value,form,1,8,0,63,130,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-7b3abfbb8ae6bf637d0e1cb3-A0
06ff4649257dbf8ad48a4240,foundry/gpt-5.6-terra,read-known-value,form,2,40,4,87,81,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-06ff4649257dbf8ad48a4240-A0
0afc1972e25f517e69764531,foundry/gpt-5.6-terra,read-known-value,form,4,40,0,85,147,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-0afc1972e25f517e69764531-A0
08dbba2fffb6c83b622d38d0,foundry/gpt-5.4,copy-known-value,cards,10,96,4,109,144,CONTROL_COPY_VALUE_R5,CONTROL_COPY_VALUE_R5,substitution_or_other,False,False,success,REV-generalization-08dbba2fffb6c83b622d38d0-A0
09af83f198c88e19641225c4,foundry/gpt-5-mini,copy-known-value,cards,1,40,0,104,206,,,no_answer,False,False,failure,REV-generalization-09af83f198c88e19641225c4-A0
5db476c535e58f2914e93afa,foundry/gpt-5.6-terra,copy-known-value,form,10,96,0,109,144,BRAVO-4826,BRAVO-4826,correct_content,False,True,success,REV-generalization-5db476c535e58f2914e93afa-A0
4cbe7039e21802bcac4d9f5f,foundry/Kimi-K2.6,copy-known-value,form,1,8,4,104,206,BRAVO-4826 CONTROL_COPY_VALUE_R5,BRAVO-4826 CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-4cbe7039e21802bcac4d9f5f-A0
e192286ba674ce2bfcd97799,foundry/gpt-5.6-terra,copy-known-value,cards,8,96,0,77,152,CONTROL_COPY_VALUE_R5,CONTROL_COPY_VALUE_R5,substitution_or_other,False,False,success,REV-generalization-e192286ba674ce2bfcd97799-A0
c6ac48c04c2f7185bf484b84,foundry/gpt-5.4,copy-known-value,cards,4,8,4,43,196,,,no_answer,False,False,success,REV-generalization-c6ac48c04c2f7185bf484b84-A0
e767c1b6ee2a8803b01f2fe1,foundry/gpt-5.4,copy-known-value,form,6,96,4,50,111,,,no_answer,False,False,success,REV-generalization-e767c1b6ee2a8803b01f2fe1-A0
f12572405f7b14e651e974c0,foundry/Kimi-K2.6,read-known-value,form,10,8,4,82,193,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-f12572405f7b14e651e974c0-A0
cbd19dbbb4629acd9e89443c,foundry/gpt-5.6-terra,read-known-value,table,9,96,4,55,163,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-cbd19dbbb4629acd9e89443c-A0
5eb5c4d7016d8295c45a9495,foundry/gpt-5-mini,read-known-value,table,4,40,4,85,147,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-5eb5c4d7016d8295c45a9495-A0
3f00c943316ce7395fb8f4b1,foundry/gpt-5.4,read-known-value,form,5,8,4,108,233,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-3f00c943316ce7395fb8f4b1-A0
aaa93c9bef167c2f18d5b38d,foundry/Kimi-K2.6,copy-known-value,cards,5,96,4,22,100,,,no_answer,False,False,timeout,REV-generalization-aaa93c9bef167c2f18d5b38d-A0
0779d43fafdc1cd26b604d9c,foundry/gpt-5.4,copy-known-value,form,10,96,4,109,144,,,no_answer,False,False,success,REV-generalization-0779d43fafdc1cd26b604d9c-A0
a2f75d3a90b3bb652ba0d5c9,foundry/gpt-5-mini,read-known-value,table,10,40,4,82,193,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-a2f75d3a90b3bb652ba0d5c9-A0
4f290a2dec646c638aa933e8,foundry/gpt-5-mini,copy-known-value,table,5,40,4,22,100,,,no_answer,False,False,timeout,REV-generalization-4f290a2dec646c638aa933e8-A0
fb83422e00c936048d6af5ca,foundry/gpt-5.6-terra,copy-known-value,cards,7,96,4,72,242,CONTROL_COPY_VALUE_R5,CONTROL_COPY_VALUE_R5,substitution_or_other,False,False,success,REV-generalization-fb83422e00c936048d6af5ca-A0
b77e62142c02cc7bca9c3050,foundry/gpt-5.6-terra,copy-known-value,table,7,8,4,72,242,BRAVO-4826 CONTROL_COPY_VALUE_R5,BRAVO-4826 CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-b77e62142c02cc7bca9c3050-A0
35bb6c0e9158ae0ebd42357c,foundry/gpt-5.4,copy-known-value,cards,4,8,0,43,196,BRAVO-4826 CONTROL_COPY_VALUE_R5,BRAVO-4826 CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-35bb6c0e9158ae0ebd42357c-A0
95dbb7bd8ad7a6f95ca891bf,foundry/gpt-5.6-terra,read-known-value,table,7,40,4,42,100,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-95dbb7bd8ad7a6f95ca891bf-A0
d6faa723144abb55044865be,foundry/gpt-5.6-terra,copy-known-value,form,6,8,0,50,111,BRAVO-4826 CONTROL_COPY_VALUE_R5,BRAVO-4826 CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-d6faa723144abb55044865be-A0
fd4ab64a1c382cf4a6632a25,foundry/gpt-5.4,copy-known-value,form,2,96,0,109,235,CONTROL_COPY_VALUE_R5,CONTROL_COPY_VALUE_R5,substitution_or_other,False,False,success,REV-generalization-fd4ab64a1c382cf4a6632a25-A0
01ffb0e487172b0f212d08da,foundry/gpt-5.6-terra,copy-known-value,form,3,40,4,27,219,BRAVO-4826,BRAVO-4826,correct_content,False,True,success,REV-generalization-01ffb0e487172b0f212d08da-A0
ae27f423fba1664d7fb15dc0,foundry/gpt-5-mini,read-known-value,table,1,96,4,63,130,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-ae27f423fba1664d7fb15dc0-A0
105816efff25292847ede197,foundry/gpt-5.6-terra,copy-known-value,cards,1,40,0,104,206,CONTROL_COPY_VALUE_R5,CONTROL_COPY_VALUE_R5,substitution_or_other,False,False,success,REV-generalization-105816efff25292847ede197-A0
a1faca3373761fef95c6c667,foundry/gpt-5.6-terra,copy-known-value,table,3,96,4,27,219,BRAVO-4826,BRAVO-4826,correct_content,False,True,success,REV-generalization-a1faca3373761fef95c6c667-A0
1f55a8052c549889296e3847,foundry/gpt-5.4,copy-known-value,form,3,96,0,27,219,BRAVO-4826,BRAVO-4826,correct_content,False,True,success,REV-generalization-1f55a8052c549889296e3847-A0
735bf77d92ddbd0190ad7b2d,foundry/gpt-5-mini,read-known-value,form,2,96,0,87,81,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-735bf77d92ddbd0190ad7b2d-A0
dfa286f5cb3ff8b4c897bc4d,foundry/gpt-5.6-terra,read-known-value,form,10,40,4,82,193,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-dfa286f5cb3ff8b4c897bc4d-A0
345a835446e5261ca63a623b,foundry/gpt-5.6-terra,read-known-value,table,4,96,0,85,147,CONTROL_READ_VALUE_R2,CONTROL_READ_VALUE_R2,substitution_or_other,False,False,success,REV-generalization-345a835446e5261ca63a623b-A0
8c0eb6c419b9ff52a17e8582,foundry/gpt-5.4,read-known-value,table,5,40,0,108,233,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-8c0eb6c419b9ff52a17e8582-A0
3cb6d89b9da9514b8bfc47a9,foundry/gpt-5-mini,read-known-value,table,10,96,4,82,193,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-3cb6d89b9da9514b8bfc47a9-A0
5286f5a89ebf5783472d270e,foundry/Kimi-K2.6,read-known-value,table,4,96,4,85,147,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-5286f5a89ebf5783472d270e-A0
2560c9926e3ed6130bad7645,foundry/gpt-5.6-terra,copy-known-value,cards,1,8,4,104,206,BRAVO-4826 CONTROL_COPY_VALUE_R5,BRAVO-4826 CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-2560c9926e3ed6130bad7645-A0
ddf1dad2a4960ac6b3036e20,foundry/Kimi-K2.6,copy-known-value,cards,6,8,4,50,111,BRAVO-4826 CONTROL_COPY_VALUE_R5,,delimitation,True,False,timeout,REV-generalization-ddf1dad2a4960ac6b3036e20-A0
353d4ced8e67ded7fca0d9d6,foundry/gpt-5-mini,read-known-value,table,2,40,4,87,81,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-353d4ced8e67ded7fca0d9d6-A0
5fea3caba81ba86d8544fe5c,foundry/Kimi-K2.6,read-known-value,form,4,40,4,85,147,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-5fea3caba81ba86d8544fe5c-A0
88919ac3b7298350482526e2,foundry/gpt-5-mini,copy-known-value,cards,7,8,4,72,242,"BRAVO-4826 CONTROL_COPY_VALUE_R5
",,delimitation,True,False,failure,REV-generalization-88919ac3b7298350482526e2-A0
8942287413fa569ae8a1f8d0,foundry/gpt-5.4,copy-known-value,cards,5,40,0,22,100,,,no_answer,False,False,success,REV-generalization-8942287413fa569ae8a1f8d0-A0
e4e139524d5b38da1d4bfccc,foundry/Kimi-K2.6,read-known-value,table,1,8,0,63,130,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-e4e139524d5b38da1d4bfccc-A0
b94d3674eb3414801555e72c,foundry/gpt-5-mini,read-known-value,form,5,40,0,108,233,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-b94d3674eb3414801555e72c-A0
26ed89b0e3b8411bb2ba8fdf,foundry/Kimi-K2.6,read-known-value,table,5,8,0,108,233,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-26ed89b0e3b8411bb2ba8fdf-A0
790f370308a0d1143a4cdea9,foundry/gpt-5-mini,read-known-value,cards,4,40,4,85,147,,,no_answer,False,False,timeout,REV-generalization-790f370308a0d1143a4cdea9-A0
29440ffb39ae1d8c673fa646,foundry/gpt-5.6-terra,copy-known-value,form,8,40,4,77,152,BRAVO-4826,BRAVO-4826,correct_content,False,True,success,REV-generalization-29440ffb39ae1d8c673fa646-A0
675e8ace2b775be672a2b4b5,foundry/Kimi-K2.6,copy-known-value,form,3,8,4,27,219,,,no_answer,False,False,timeout,REV-generalization-675e8ace2b775be672a2b4b5-A0
e17919511264b4306c5d271e,foundry/gpt-5.4,copy-known-value,form,3,96,4,27,219,,,no_answer,False,False,success,REV-generalization-e17919511264b4306c5d271e-A0
b897db21fa8c15ca5060591f,foundry/gpt-5.4,read-known-value,form,4,8,4,85,147,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-b897db21fa8c15ca5060591f-A0
423a58940c7a8315dce0671c,foundry/gpt-5-mini,copy-known-value,table,9,40,4,80,158,BRAVO-4826 CONTROL_COPY_VALUE_R5,,delimitation,True,False,failure,REV-generalization-423a58940c7a8315dce0671c-A0
829e30a800635f69a5684229,foundry/gpt-5.4,read-known-value,form,8,8,0,84,86,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-829e30a800635f69a5684229-A0
61abc280d2192e0a71fdd44a,foundry/gpt-5.4,copy-known-value,table,10,8,4,109,144,,,no_answer,False,False,success,REV-generalization-61abc280d2192e0a71fdd44a-A0
130c248fce885e4ee2d80877,foundry/gpt-5.6-terra,read-known-value,table,3,96,0,26,195,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-130c248fce885e4ee2d80877-A0
3f3c564106e081bcb5af8882,foundry/gpt-5-mini,copy-known-value,table,8,8,4,77,152,BRAVO-4826 CONTROL_COPY_VALUE_R5,,delimitation,True,False,failure,REV-generalization-3f3c564106e081bcb5af8882-A0
97bc14f45c9e7a0064f64958,foundry/gpt-5.4,read-known-value,table,10,8,0,82,193,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-97bc14f45c9e7a0064f64958-A0
0a745bd9197d3af35cd8f8a9,foundry/Kimi-K2.6,copy-known-value,cards,2,8,4,109,235,,,no_answer,False,False,timeout,REV-generalization-0a745bd9197d3af35cd8f8a9-A0
673c1e077fdd76b850b3ff86,foundry/gpt-5-mini,read-known-value,form,2,40,4,87,81,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-673c1e077fdd76b850b3ff86-A0
8d7557ad086c101cd491f266,foundry/Kimi-K2.6,read-known-value,cards,2,96,4,87,81,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-8d7557ad086c101cd491f266-A0
2b97920009798a77a96f51e1,foundry/gpt-5.4,copy-known-value,form,10,8,0,109,144,BRAVO-4826 CONTROL_COPY_VALUE_R5,BRAVO-4826 CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-2b97920009798a77a96f51e1-A0
6d29bc5aa58a83488b0a9a3b,foundry/gpt-5.4,copy-known-value,form,5,8,4,22,100,BRAVO-4826 CONTROL_COPY_VALUE_R5,BRAVO-4826 CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-6d29bc5aa58a83488b0a9a3b-A0
2dc61f32fdfaea4247d98427,foundry/gpt-5.6-terra,read-known-value,form,8,96,0,84,86,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-2dc61f32fdfaea4247d98427-A0
f4f9ffd58a99de3a5644fd40,foundry/gpt-5-mini,read-known-value,cards,8,40,4,84,86,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-f4f9ffd58a99de3a5644fd40-A0
36f7ffd8c0dbc96edb819ead,foundry/gpt-5.6-terra,read-known-value,table,2,8,4,87,81,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-36f7ffd8c0dbc96edb819ead-A0
a63e2b58caa7b5146786196b,foundry/gpt-5.4,copy-known-value,table,6,40,4,50,111,BRAVO-4826,BRAVO-4826,correct_content,False,True,success,REV-generalization-a63e2b58caa7b5146786196b-A0
5fc17428f3b52474f7833f6c,foundry/gpt-5.6-terra,read-known-value,form,10,8,0,82,193,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-5fc17428f3b52474f7833f6c-A0
0b8c6c4c4e48b271be42528f,foundry/gpt-5.6-terra,read-known-value,table,1,40,0,63,130,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-0b8c6c4c4e48b271be42528f-A0
94a3d05013b00ee9c457f197,foundry/gpt-5.4,read-known-value,table,9,96,0,55,163,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-94a3d05013b00ee9c457f197-A0
d73d2a6b0998ba60756ef0ed,foundry/Kimi-K2.6,copy-known-value,cards,7,8,4,72,242,,,no_answer,False,False,timeout,REV-generalization-d73d2a6b0998ba60756ef0ed-A0
d4289dd5f0cd98d01c825371,foundry/gpt-5-mini,copy-known-value,form,8,96,0,77,152,"BRAVO-4826
",,correct_content,False,False,failure,REV-generalization-d4289dd5f0cd98d01c825371-A0
430e70a357f27847759886c4,foundry/gpt-5.6-terra,copy-known-value,form,2,40,4,109,235,BRAVO-4826,BRAVO-4826,correct_content,False,True,success,REV-generalization-430e70a357f27847759886c4-A0
98221b8b27fd7f3b6b2116ef,foundry/Kimi-K2.6,copy-known-value,cards,4,40,0,43,196,,,no_answer,False,False,timeout,REV-generalization-98221b8b27fd7f3b6b2116ef-A0
ab417d86b1708b6e8f2128b9,foundry/Kimi-K2.6,read-known-value,cards,10,40,4,82,193,CONTROL_READ_VALUE_R2,CONTROL_READ_VALUE_R2,substitution_or_other,False,False,success,REV-generalization-ab417d86b1708b6e8f2128b9-A0
9a69aab0d360728b0606c351,foundry/gpt-5-mini,copy-known-value,form,5,96,4,22,100,,,no_answer,False,False,failure,REV-generalization-9a69aab0d360728b0606c351-A0
17ba4fd9bda417ac96ea5a66,foundry/gpt-5.6-terra,read-known-value,form,2,40,0,87,81,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-17ba4fd9bda417ac96ea5a66-A0
4d0275be76657cab8e8ffb8e,foundry/gpt-5-mini,read-known-value,table,6,96,0,90,218,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-4d0275be76657cab8e8ffb8e-A0
0d8b715eeefa291159991e63,foundry/Kimi-K2.6,read-known-value,form,10,8,0,82,193,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-0d8b715eeefa291159991e63-A0
3b5d779be606d0c6e71cff51,foundry/gpt-5-mini,read-known-value,cards,8,40,0,84,86,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-3b5d779be606d0c6e71cff51-A0
45c4fd99a6ed1a64bcdf1df9,foundry/gpt-5.4,read-known-value,cards,7,96,4,42,100,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-45c4fd99a6ed1a64bcdf1df9-A0
6ee73daed5cea1394bb7f287,foundry/gpt-5.4,read-known-value,table,3,40,4,26,195,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-6ee73daed5cea1394bb7f287-A0
1e2c170413a3d05f56d9f8b8,foundry/Kimi-K2.6,read-known-value,table,7,96,0,42,100,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-1e2c170413a3d05f56d9f8b8-A0
9d910135abe1daf5c500427c,foundry/Kimi-K2.6,copy-known-value,cards,6,8,0,50,111,BRAVO-4826 CONTROL_COPY_VALUE_R5,,delimitation,True,False,timeout,REV-generalization-9d910135abe1daf5c500427c-A0
8e87e235740318796974bdd2,foundry/Kimi-K2.6,read-known-value,form,9,8,0,55,163,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-8e87e235740318796974bdd2-A0
8f46c4bbb142621b4d8a42af,foundry/Kimi-K2.6,copy-known-value,cards,3,40,4,27,219,,,no_answer,False,False,timeout,REV-generalization-8f46c4bbb142621b4d8a42af-A0
1c63815292405671c8ed92e9,foundry/gpt-5.4,read-known-value,cards,4,96,4,85,147,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-1c63815292405671c8ed92e9-A0
8a44b5f633108166cfffa038,foundry/gpt-5.6-terra,copy-known-value,table,2,40,4,109,235,CONTROL_COPY_VALUE_R5,CONTROL_COPY_VALUE_R5,substitution_or_other,False,False,success,REV-generalization-8a44b5f633108166cfffa038-A0
1423ac55a25d240efef4dbe9,foundry/gpt-5.4,read-known-value,cards,1,40,4,63,130,CONTROL_READ_VALUE_R2,CONTROL_READ_VALUE_R2,substitution_or_other,False,False,success,REV-generalization-1423ac55a25d240efef4dbe9-A0
2fa4d259ca7ff810a4d33a69,foundry/gpt-5.6-terra,read-known-value,form,9,40,0,55,163,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-2fa4d259ca7ff810a4d33a69-A0
0958ac74fa5f19f86278f332,foundry/gpt-5.4,read-known-value,form,10,96,0,82,193,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-0958ac74fa5f19f86278f332-A0
01237b45b56e55f665e7dcb3,foundry/gpt-5.4,copy-known-value,form,1,8,4,104,206,,,no_answer,False,False,success,REV-generalization-01237b45b56e55f665e7dcb3-A0
11b231109044d3c81ecee098,foundry/gpt-5-mini,read-known-value,table,5,96,4,108,233,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-11b231109044d3c81ecee098-A0
5514b60385399d52502a9459,foundry/gpt-5.6-terra,copy-known-value,form,3,96,0,27,219,BRAVO-4826,BRAVO-4826,correct_content,False,True,success,REV-generalization-5514b60385399d52502a9459-A0
bdee8c8720cf8bd45ea4b9c8,foundry/gpt-5.6-terra,read-known-value,form,9,8,0,55,163,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-bdee8c8720cf8bd45ea4b9c8-A0
0bb181c818519b15a22ee273,foundry/gpt-5.6-terra,read-known-value,table,8,40,4,84,86,CONTROL_READ_VALUE_R2,CONTROL_READ_VALUE_R2,substitution_or_other,False,False,success,REV-generalization-0bb181c818519b15a22ee273-A0
4814854e7f11cf3798a8f422,foundry/gpt-5.6-terra,read-known-value,form,3,40,0,26,195,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-4814854e7f11cf3798a8f422-A0
45774b919a598d751d906cb8,foundry/gpt-5.4,read-known-value,form,10,40,4,82,193,ALPHA-7391,ALPHA-7391,correct_content,False,True,success,REV-generalization-45774b919a598d751d906cb8-A0
736581b53c045a0249e2d5d5,foundry/gpt-5-mini,copy-known-value,table,1,8,0,104,206,,,no_answer,False,False,failure,REV-generalization-736581b53c045a0249e2d5d5-A0
e7fea1efcbdc96235252b47f,foundry/gpt-5-mini,read-known-value,cards,10,8,4,82,193,ALPHA-7391  CONTROL_READ_VALUE_R2,ALPHA-7391  CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-e7fea1efcbdc96235252b47f-A0
9ba6b9d36906d04f5f8e3d97,foundry/Kimi-K2.6,copy-known-value,cards,3,8,0,27,219,BRAVO-4826 CONTROL_COPY_VALUE_R5,,delimitation,True,False,timeout,REV-generalization-9ba6b9d36906d04f5f8e3d97-A0
adef53a5e16921c033cb8367,foundry/gpt-5-mini,read-known-value,form,5,96,0,108,233,ALPHA-7391 CONTROL_READ_VALUE_R2,ALPHA-7391 CONTROL_READ_VALUE_R2,delimitation,True,False,success,REV-generalization-adef53a5e16921c033cb8367-A0
bb39ae55af3c0fa04193a11b,foundry/gpt-5.4,copy-known-value,cards,8,8,4,77,152,BRAVO-4826_CONTROL_COPY_VALUE_R5,BRAVO-4826_CONTROL_COPY_VALUE_R5,delimitation,True,False,success,REV-generalization-resumed-bb39ae55af3c0fa04193a11b-A0
