trial_id,model,task_id,layout,repeat,pixel_distance,dom_element_separation,delimitation_error,exact_match,content_category,run_id
3d28e2ed95487b7170c04545,foundry/Kimi-K2.6,read-known-value,form,9,112.609375,6,False,True,correct_content,REV-boundary-cues-3d28e2ed95487b7170c04545-A0
5f498583988d76e9b27ca924,foundry/gpt-5.6-terra,copy-known-value,table,3,104.25,4,False,True,correct_content,REV-boundary-cues-5f498583988d76e9b27ca924-A0
9d178f30633cef7ccd36d489,foundry/gpt-5.6-terra,read-known-value,form,5,112.609375,6,False,True,correct_content,REV-boundary-cues-9d178f30633cef7ccd36d489-A0
9456f3068affefa617f7d26d,foundry/gpt-5.4,read-known-value,table,4,106.609375,4,False,True,correct_content,REV-boundary-cues-9456f3068affefa617f7d26d-A0
aa920cbe8fa3cbb78eafec58,foundry/gpt-5.6-terra,read-known-value,table,2,106.609375,4,False,True,correct_content,REV-boundary-cues-aa920cbe8fa3cbb78eafec58-A0
625dba5cad77ac0a287af238,foundry/gpt-5.4,read-known-value,form,8,112.609375,6,False,True,correct_content,REV-boundary-cues-625dba5cad77ac0a287af238-A0
c11aa5d28c486f31e0a9a7eb,foundry/gpt-5.4,copy-known-value,form,9,110.25,6,False,False,no_answer,REV-boundary-cues-c11aa5d28c486f31e0a9a7eb-A0
7f2fa392dcfc22d53e60736c,foundry/gpt-5.4,read-known-value,cards,7,112.609375,4,False,True,correct_content,REV-boundary-cues-7f2fa392dcfc22d53e60736c-A0
11c2f55f51625af06ebbf7a7,foundry/gpt-5.6-terra,read-known-value,form,3,112.609375,6,False,True,correct_content,REV-boundary-cues-11c2f55f51625af06ebbf7a7-A0
195a8c7a4c52990a3f2700ff,foundry/Kimi-K2.6,read-known-value,cards,5,112.609375,4,False,True,correct_content,REV-boundary-cues-195a8c7a4c52990a3f2700ff-A0
8c4cb53032174cf485176d7f,foundry/gpt-5.6-terra,read-known-value,cards,1,112.609375,4,False,True,correct_content,REV-boundary-cues-8c4cb53032174cf485176d7f-A0
5be90aec44488e2654164cd8,foundry/gpt-5.6-terra,read-known-value,table,9,106.609375,4,False,True,correct_content,REV-boundary-cues-5be90aec44488e2654164cd8-A0
fd452ed96f818a82ac89ee8d,foundry/gpt-5.4,read-known-value,form,2,112.609375,6,False,True,correct_content,REV-boundary-cues-fd452ed96f818a82ac89ee8d-A0
54f665dc25bac7a9fee78263,foundry/gpt-5.6-terra,copy-known-value,cards,10,110.25,4,False,True,correct_content,REV-boundary-cues-54f665dc25bac7a9fee78263-A0
4b351e7c8994b01f34bb47ad,foundry/gpt-5.4,read-known-value,cards,9,112.609375,4,False,True,correct_content,REV-boundary-cues-4b351e7c8994b01f34bb47ad-A0
f1ab0558b5c02cbe7abfce01,foundry/gpt-5.4,read-known-value,table,5,106.609375,4,False,True,correct_content,REV-boundary-cues-f1ab0558b5c02cbe7abfce01-A0
e9c1aaf4f43597474b513431,foundry/gpt-5.4,copy-known-value,cards,7,110.25,4,False,True,correct_content,REV-boundary-cues-e9c1aaf4f43597474b513431-A0
6652f04a89b8697efa142a1c,foundry/Kimi-K2.6,copy-known-value,form,5,110.25,6,False,True,correct_content,REV-boundary-cues-6652f04a89b8697efa142a1c-A0
9393bbdb80291bd643fc79a6,foundry/gpt-5.6-terra,copy-known-value,table,9,104.25,4,False,True,correct_content,REV-boundary-cues-9393bbdb80291bd643fc79a6-A0
fca05cf5a883182ef67282c9,foundry/gpt-5.6-terra,read-known-value,table,4,106.609375,4,False,True,correct_content,REV-boundary-cues-fca05cf5a883182ef67282c9-A0
a1ce5966e96442fe51529cd2,foundry/Kimi-K2.6,copy-known-value,form,4,110.25,6,False,False,no_answer,REV-boundary-cues-a1ce5966e96442fe51529cd2-A0
5fd45823dba38d1d27f5e680,foundry/gpt-5.6-terra,read-known-value,table,1,106.609375,4,False,True,correct_content,REV-boundary-cues-5fd45823dba38d1d27f5e680-A0
136a53ebad3d962ba9edbb41,foundry/gpt-5.6-terra,read-known-value,table,7,106.609375,4,False,True,correct_content,REV-boundary-cues-136a53ebad3d962ba9edbb41-A0
563cbcef53bfb0bf315655a4,foundry/gpt-5.4,read-known-value,table,7,106.609375,4,False,True,correct_content,REV-boundary-cues-563cbcef53bfb0bf315655a4-A0
7a5f5dbbb82681bbd82a6967,foundry/gpt-5.4,copy-known-value,cards,9,110.25,4,False,True,correct_content,REV-boundary-cues-7a5f5dbbb82681bbd82a6967-A0
d14d64dfc300819ca5fbc674,foundry/gpt-5.4,read-known-value,table,8,106.609375,4,False,True,correct_content,REV-boundary-cues-d14d64dfc300819ca5fbc674-A0
3d0b6fe9c03c6c91f62312db,foundry/Kimi-K2.6,read-known-value,table,8,106.609375,4,False,True,correct_content,REV-boundary-cues-3d0b6fe9c03c6c91f62312db-A0
be649494655795ed17ae93aa,foundry/Kimi-K2.6,copy-known-value,form,10,110.25,6,False,False,no_answer,REV-boundary-cues-be649494655795ed17ae93aa-A0
e91c7e29765ef7f4354de018,foundry/gpt-5.4,copy-known-value,table,6,104.25,4,False,True,correct_content,REV-boundary-cues-e91c7e29765ef7f4354de018-A0
2677f70b4fd024725ddea27d,foundry/gpt-5.6-terra,read-known-value,cards,4,112.609375,4,False,True,correct_content,REV-boundary-cues-2677f70b4fd024725ddea27d-A0
ac99460f88acc0032481ad3b,foundry/gpt-5.6-terra,copy-known-value,cards,5,110.25,4,False,True,correct_content,REV-boundary-cues-ac99460f88acc0032481ad3b-A0
d5582aead0fe736713671ea0,foundry/gpt-5.6-terra,copy-known-value,cards,8,110.25,4,False,True,correct_content,REV-boundary-cues-d5582aead0fe736713671ea0-A0
b419c9db96cbc27e1051a331,foundry/gpt-5.6-terra,copy-known-value,table,8,104.25,4,False,True,correct_content,REV-boundary-cues-b419c9db96cbc27e1051a331-A0
456e09f0bbdf8fde1d720e56,foundry/Kimi-K2.6,copy-known-value,cards,5,110.25,4,False,True,correct_content,REV-boundary-cues-456e09f0bbdf8fde1d720e56-A0
fa9eed272770d4799ffec8f8,foundry/gpt-5.4,copy-known-value,table,7,104.25,4,False,False,no_answer,REV-boundary-cues-fa9eed272770d4799ffec8f8-A0
f7c69e2593e864eeff304d55,foundry/gpt-5.4,copy-known-value,form,6,110.25,6,False,True,correct_content,REV-boundary-cues-f7c69e2593e864eeff304d55-A0
a15b581a80bb7ac97574a30d,foundry/Kimi-K2.6,read-known-value,table,6,106.609375,4,False,True,correct_content,REV-boundary-cues-a15b581a80bb7ac97574a30d-A0
0f60974272330a332a0d364c,foundry/gpt-5.4,read-known-value,table,3,106.609375,4,False,True,correct_content,REV-boundary-cues-0f60974272330a332a0d364c-A0
cfef00dd50802ed816c12091,foundry/gpt-5.4,copy-known-value,cards,5,110.25,4,False,True,correct_content,REV-boundary-cues-cfef00dd50802ed816c12091-A0
cddf55d5d5a673de08990257,foundry/gpt-5.6-terra,read-known-value,cards,9,112.609375,4,False,True,correct_content,REV-boundary-cues-cddf55d5d5a673de08990257-A0
11112dec6fe3715bc989e4fd,foundry/gpt-5.6-terra,read-known-value,form,6,112.609375,6,False,True,correct_content,REV-boundary-cues-11112dec6fe3715bc989e4fd-A0
a0e57bbbbe647e4b3e6e370a,foundry/gpt-5.6-terra,read-known-value,form,7,112.609375,6,False,True,correct_content,REV-boundary-cues-a0e57bbbbe647e4b3e6e370a-A0
532c1acdd10779bf26eda689,foundry/Kimi-K2.6,read-known-value,table,5,106.609375,4,False,True,correct_content,REV-boundary-cues-532c1acdd10779bf26eda689-A0
ce4e869686fee76f43586c44,foundry/gpt-5.6-terra,copy-known-value,cards,1,110.25,4,False,True,correct_content,REV-boundary-cues-ce4e869686fee76f43586c44-A0
70607f83135e658d8116339a,foundry/gpt-5.4,read-known-value,table,1,106.609375,4,False,True,correct_content,REV-boundary-cues-70607f83135e658d8116339a-A0
d6ff6b4889b4658a8f1f1e72,foundry/gpt-5.4,read-known-value,cards,1,112.609375,4,False,True,correct_content,REV-boundary-cues-d6ff6b4889b4658a8f1f1e72-A0
ee724bd3dd36ef228b801c0c,foundry/gpt-5.4,read-known-value,form,5,112.609375,6,False,True,correct_content,REV-boundary-cues-ee724bd3dd36ef228b801c0c-A0
a4c23926005cb3fea741f6f7,foundry/gpt-5.4,copy-known-value,table,8,104.25,4,False,False,no_answer,REV-boundary-cues-a4c23926005cb3fea741f6f7-A0
b54b827d74d5186f8e4ac102,foundry/gpt-5.6-terra,read-known-value,cards,2,112.609375,4,False,True,correct_content,REV-boundary-cues-b54b827d74d5186f8e4ac102-A0
c096dc05d95d3026a3564a79,foundry/gpt-5.6-terra,copy-known-value,table,10,104.25,4,False,True,correct_content,REV-boundary-cues-c096dc05d95d3026a3564a79-A0
3247a9765e498fe67e3e3538,foundry/gpt-5.6-terra,copy-known-value,form,1,110.25,6,False,True,correct_content,REV-boundary-cues-3247a9765e498fe67e3e3538-A0
e48d08408d8360720af5f49d,foundry/Kimi-K2.6,read-known-value,cards,8,112.609375,4,False,True,correct_content,REV-boundary-cues-e48d08408d8360720af5f49d-A0
e9459dc01adf396703f5a4c7,foundry/gpt-5.6-terra,read-known-value,cards,8,112.609375,4,False,True,correct_content,REV-boundary-cues-e9459dc01adf396703f5a4c7-A0
f8a0ea0257cd52e4800b9264,foundry/gpt-5.4,read-known-value,cards,2,112.609375,4,False,True,correct_content,REV-boundary-cues-f8a0ea0257cd52e4800b9264-A0
7bc9562e5b0e114e1aad40b4,foundry/gpt-5.4,read-known-value,cards,4,112.609375,4,False,True,correct_content,REV-boundary-cues-7bc9562e5b0e114e1aad40b4-A0
3186520bfcd37d82ba5872a3,foundry/gpt-5.4,read-known-value,form,4,112.609375,6,False,True,correct_content,REV-boundary-cues-3186520bfcd37d82ba5872a3-A0
117f2e7d6a16cb48cf619970,foundry/gpt-5.4,copy-known-value,table,10,104.25,4,False,False,no_answer,REV-boundary-cues-117f2e7d6a16cb48cf619970-A0
6ee3f15b599ecb51feaccb2f,foundry/gpt-5.6-terra,copy-known-value,form,9,110.25,6,False,True,correct_content,REV-boundary-cues-6ee3f15b599ecb51feaccb2f-A0
f2e24512bcf89283cb509949,foundry/gpt-5.6-terra,copy-known-value,cards,9,110.25,4,False,True,correct_content,REV-boundary-cues-f2e24512bcf89283cb509949-A0
9d9ff84879ea487d073ea2d0,foundry/gpt-5.6-terra,copy-known-value,cards,3,110.25,4,False,True,correct_content,REV-boundary-cues-9d9ff84879ea487d073ea2d0-A0
7056386f85dcb0df68bb25a7,foundry/Kimi-K2.6,copy-known-value,form,3,110.25,6,False,False,no_answer,REV-boundary-cues-7056386f85dcb0df68bb25a7-A0
46168e3f1a45379d09a68a37,foundry/gpt-5.6-terra,copy-known-value,cards,7,110.25,4,False,True,correct_content,REV-boundary-cues-46168e3f1a45379d09a68a37-A0
c9ab03d5a86d3c94a2f46984,foundry/gpt-5.4,read-known-value,table,2,106.609375,4,False,True,correct_content,REV-boundary-cues-c9ab03d5a86d3c94a2f46984-A0
1200523823289dffb6eec3ed,foundry/gpt-5.4,copy-known-value,table,2,104.25,4,False,True,correct_content,REV-boundary-cues-1200523823289dffb6eec3ed-A0
a0ee6213b95ff5a0170f928c,foundry/Kimi-K2.6,copy-known-value,table,9,104.25,4,False,False,correct_content,REV-boundary-cues-a0ee6213b95ff5a0170f928c-A0
95243dbd4a5670541d630258,foundry/gpt-5.4,read-known-value,table,6,106.609375,4,False,True,correct_content,REV-boundary-cues-95243dbd4a5670541d630258-A0
d706c08731ccd4b025238988,foundry/gpt-5.4,copy-known-value,form,5,110.25,6,False,True,correct_content,REV-boundary-cues-d706c08731ccd4b025238988-A0
db517f8b1f87ef1a3c88952f,foundry/gpt-5.6-terra,read-known-value,form,1,112.609375,6,False,True,correct_content,REV-boundary-cues-db517f8b1f87ef1a3c88952f-A0
dc14f4ec4546b44245bfaef0,foundry/gpt-5.6-terra,copy-known-value,table,7,104.25,4,False,False,no_answer,REV-boundary-cues-dc14f4ec4546b44245bfaef0-A0
920f3ede4e01efa4e478817f,foundry/Kimi-K2.6,copy-known-value,form,7,110.25,6,False,False,no_answer,REV-boundary-cues-920f3ede4e01efa4e478817f-A0
0d759e00734bbeb12187bb33,foundry/gpt-5.6-terra,copy-known-value,table,2,104.25,4,False,True,correct_content,REV-boundary-cues-0d759e00734bbeb12187bb33-A0
af26230af7dcf2c28839b554,foundry/gpt-5.6-terra,copy-known-value,form,2,110.25,6,False,True,correct_content,REV-boundary-cues-af26230af7dcf2c28839b554-A0
87f04ce2c7ce6fc32101295f,foundry/gpt-5.4,copy-known-value,cards,10,110.25,4,False,True,correct_content,REV-boundary-cues-87f04ce2c7ce6fc32101295f-A0
397fb754360688f9eb84b5d0,foundry/Kimi-K2.6,read-known-value,form,8,112.609375,6,False,True,correct_content,REV-boundary-cues-397fb754360688f9eb84b5d0-A0
035cb4e54233ee13fec63a32,foundry/gpt-5.4,read-known-value,table,9,106.609375,4,False,True,correct_content,REV-boundary-cues-035cb4e54233ee13fec63a32-A0
3595b13a4b62bfc35ce49b20,foundry/gpt-5.4,copy-known-value,table,5,104.25,4,False,True,correct_content,REV-boundary-cues-3595b13a4b62bfc35ce49b20-A0
517540307efda30a96621d05,foundry/gpt-5.4,read-known-value,cards,5,112.609375,4,False,True,correct_content,REV-boundary-cues-517540307efda30a96621d05-A0
4b38e611711b0637a89e3e99,foundry/gpt-5.6-terra,copy-known-value,table,5,104.25,4,False,True,correct_content,REV-boundary-cues-4b38e611711b0637a89e3e99-A0
0f230ff776bc2e96f4e5bab8,foundry/gpt-5.6-terra,copy-known-value,form,10,110.25,6,False,True,correct_content,REV-boundary-cues-0f230ff776bc2e96f4e5bab8-A0
f3db5ee332181ecc1d210650,foundry/gpt-5.6-terra,read-known-value,cards,3,112.609375,4,False,True,correct_content,REV-boundary-cues-f3db5ee332181ecc1d210650-A0
ddc532cff5d34f049488d61a,foundry/gpt-5.6-terra,read-known-value,cards,10,112.609375,4,False,True,correct_content,REV-boundary-cues-ddc532cff5d34f049488d61a-A0
20c966faf8083e12d2a321eb,foundry/gpt-5.4,read-known-value,form,10,112.609375,6,False,True,correct_content,REV-boundary-cues-20c966faf8083e12d2a321eb-A0
8878c88054ac6168493b07f8,foundry/Kimi-K2.6,read-known-value,cards,9,112.609375,4,False,True,correct_content,REV-boundary-cues-8878c88054ac6168493b07f8-A0
57d97697939b77e8e74721f4,foundry/gpt-5.4,copy-known-value,form,10,110.25,6,False,False,no_answer,REV-boundary-cues-57d97697939b77e8e74721f4-A0
34b21e527621348648624720,foundry/gpt-5.4,copy-known-value,cards,8,110.25,4,False,False,no_answer,REV-boundary-cues-34b21e527621348648624720-A0
71a1b64dc03d335d2ff14c3c,foundry/Kimi-K2.6,copy-known-value,table,3,104.25,4,False,True,correct_content,REV-boundary-cues-71a1b64dc03d335d2ff14c3c-A0
751fd380fd9d7ccdaa9a26e5,foundry/gpt-5.4,copy-known-value,form,7,110.25,6,False,False,no_answer,REV-boundary-cues-751fd380fd9d7ccdaa9a26e5-A0
ca61a6f2f5ed478253c6737b,foundry/gpt-5.6-terra,read-known-value,form,2,112.609375,6,False,True,correct_content,REV-boundary-cues-ca61a6f2f5ed478253c6737b-A0
dde858fa7c7d526c5aa88713,foundry/gpt-5.6-terra,copy-known-value,cards,4,110.25,4,False,True,correct_content,REV-boundary-cues-dde858fa7c7d526c5aa88713-A0
a5922efec066d6c55917bb50,foundry/gpt-5.6-terra,copy-known-value,table,4,104.25,4,False,True,correct_content,REV-boundary-cues-a5922efec066d6c55917bb50-A0
b43c511f0ae139ab69d9ee20,foundry/gpt-5.6-terra,copy-known-value,form,5,110.25,6,False,True,correct_content,REV-boundary-cues-b43c511f0ae139ab69d9ee20-A0
66e8d170678bc2c269d6c67a,foundry/Kimi-K2.6,read-known-value,form,7,112.609375,6,False,True,correct_content,REV-boundary-cues-66e8d170678bc2c269d6c67a-A0
7d9a3135023ea23da4642bf2,foundry/gpt-5.4,copy-known-value,cards,1,110.25,4,False,False,no_answer,REV-boundary-cues-7d9a3135023ea23da4642bf2-A0
8b781c06ea5c98c965036b8e,foundry/Kimi-K2.6,copy-known-value,form,1,110.25,6,False,False,correct_content,REV-boundary-cues-8b781c06ea5c98c965036b8e-A0
c962b592700bb00a55e3f4f2,foundry/Kimi-K2.6,read-known-value,table,9,106.609375,4,False,True,correct_content,REV-boundary-cues-c962b592700bb00a55e3f4f2-A0
afa0411152f916942dd61b4f,foundry/gpt-5.4,copy-known-value,form,3,110.25,6,False,True,correct_content,REV-boundary-cues-afa0411152f916942dd61b4f-A0
f3a2a0290e5fdb44e5794bc9,foundry/gpt-5.4,copy-known-value,table,1,104.25,4,False,True,correct_content,REV-boundary-cues-f3a2a0290e5fdb44e5794bc9-A0
5162a86310080686802a629b,foundry/gpt-5.6-terra,read-known-value,table,10,106.609375,4,False,True,correct_content,REV-boundary-cues-5162a86310080686802a629b-A0
2d2e171bf7ff66feee213d09,foundry/gpt-5.4,copy-known-value,table,3,104.25,4,False,False,no_answer,REV-boundary-cues-2d2e171bf7ff66feee213d09-A0
67be049138119490f9350498,foundry/Kimi-K2.6,read-known-value,cards,10,112.609375,4,False,True,correct_content,REV-boundary-cues-67be049138119490f9350498-A0
67cbe88a36e39ac309d2831b,foundry/gpt-5.6-terra,copy-known-value,form,8,110.25,6,False,True,correct_content,REV-boundary-cues-67cbe88a36e39ac309d2831b-A0
725c2a1d932d645189cc488c,foundry/Kimi-K2.6,copy-known-value,cards,6,110.25,4,False,True,correct_content,REV-boundary-cues-725c2a1d932d645189cc488c-A0
322b59fd519759dee30275cd,foundry/Kimi-K2.6,read-known-value,table,3,106.609375,4,False,True,correct_content,REV-boundary-cues-322b59fd519759dee30275cd-A0
bfe4b7e383a961e452282483,foundry/Kimi-K2.6,read-known-value,form,5,112.609375,6,False,True,correct_content,REV-boundary-cues-bfe4b7e383a961e452282483-A0
b0f50a87988a89ef3d65f65b,foundry/Kimi-K2.6,copy-known-value,form,9,110.25,6,False,True,correct_content,REV-boundary-cues-b0f50a87988a89ef3d65f65b-A0
3a80582c09f3629458551b1f,foundry/Kimi-K2.6,copy-known-value,cards,10,110.25,4,False,True,correct_content,REV-boundary-cues-3a80582c09f3629458551b1f-A0
668bbb8f736ae12dadbd9aa7,foundry/Kimi-K2.6,copy-known-value,form,6,110.25,6,False,True,correct_content,REV-boundary-cues-668bbb8f736ae12dadbd9aa7-A0
315ee81e27eaae47b4e120b4,foundry/Kimi-K2.6,read-known-value,form,3,112.609375,6,False,True,correct_content,REV-boundary-cues-315ee81e27eaae47b4e120b4-A0
0c98db337f4e5126f342fe6c,foundry/Kimi-K2.6,copy-known-value,table,5,104.25,4,False,True,correct_content,REV-boundary-cues-0c98db337f4e5126f342fe6c-A0
4465b2c3b0d79243e4e060f5,foundry/Kimi-K2.6,copy-known-value,form,8,110.25,6,False,False,no_answer,REV-boundary-cues-4465b2c3b0d79243e4e060f5-A0
0ef737d621de8b90d718e49c,foundry/Kimi-K2.6,read-known-value,cards,2,112.609375,4,False,True,correct_content,REV-boundary-cues-0ef737d621de8b90d718e49c-A0
1d0db4e20f16c4aa26c07947,foundry/Kimi-K2.6,read-known-value,cards,4,112.609375,4,False,True,correct_content,REV-boundary-cues-1d0db4e20f16c4aa26c07947-A0
7a94a78b7e96f76e2042cfcb,foundry/Kimi-K2.6,read-known-value,form,4,112.609375,6,False,True,correct_content,REV-boundary-cues-7a94a78b7e96f76e2042cfcb-A0
c5519324fb7a764ed5051b00,foundry/Kimi-K2.6,copy-known-value,table,10,104.25,4,False,True,correct_content,REV-boundary-cues-c5519324fb7a764ed5051b00-A0
