model,task_id,layout,gap,boundary,metric,count,n,rate,low,high
foundry/gpt-5-mini,copy-known-value,form,40,shared,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,form,40,shared,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,form,40,shared,delimitation_error,5,10,0.5,0.236593090512564,0.7634069094874361
foundry/gpt-5-mini,copy-known-value,form,96,separate,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,form,96,separate,substring_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,form,96,separate,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,form,96,separate,content_exact,4,10,0.4,0.16818032970623614,0.6873262302663417
foundry/gpt-5-mini,copy-known-value,form,96,separate,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,form,96,shared,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,form,96,shared,substring_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,form,96,shared,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,form,96,shared,content_exact,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5-mini,copy-known-value,form,96,shared,delimitation_error,1,10,0.1,0.017876213095072896,0.4041500267952385
foundry/gpt-5-mini,copy-known-value,table,8,separate,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,table,8,separate,substring_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,table,8,separate,target_without_marker,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5-mini,copy-known-value,table,8,separate,content_exact,0,10,0.0,0.0,0.2775327998628892
